Order ID,Order Date,Product Name,Category,Region,Customer ID,Quantity,Unit Price,column K,column L,Status,Sales Representative,,,,Metric,Value,,status,count
ORD-10768-2025-TX,2024-05-01,Monitor,Electronics,West,CUST-8672,3,$915.00,2745,High Value,Shipped,Frank,,,,,,,,
ORD-10546-2025-AZ,2024-10-15,Laptop,Electronics,North,CUST-3781,2,"$1,366.00",2732,High Value,Shipped,Alice,,,,,,,,
ORD-10214-2025-CA,2025-05-10,Router,Electronics,East,CUST-1140,2,"$1,360.00",2720,High Value,Cancelled,Eve,,,,,,,,
ORD-10239-2025-TX,2024-03-17,Router,Electronics,Central,CUST-7907,5,$544.00,2720,High Value,Shipped,Frank,,,,,,,,
ORD-10532-2025-CA,2025-01-14,Monitor,Electronics,West,CUST-1063,2,"$1,360.00",2720,High Value,Cancelled,Charlie,,,,,,,,
ORD-10442-2025-TX,2024-02-08,Printer,Electronics,North,CUST-1382,2,"$1,356.00",2712,High Value,Shipped,Charlie,,,,,,,,
ORD-10820-2025-TX,2025-01-11,Printer,Electronics,South,CUST-6545,2,"$1,353.00",2706,High Value,Pending,Charlie,,,,,,,,
ORD-10317-2025-TX,2025-06-12,Monitor,Electronics,North,CUST-1894,3,$899.00,2697,High Value,Shipped,Bob,,,,,,,,
ORD-10620-2025-TX,2024-04-11,Monitor,Electronics,North,CUST-3270,2,"$1,345.00",2690,High Value,Cancelled,Frank,,,,,,,,
ORD-10292-2025-CA,2024-02-14,Monitor,Electronics,West,CUST-9705,3,$894.00,2682,High Value,Pending,Bob,,,,,,,,
ORD-10350-2025-AZ,2025-01-05,Printer,Electronics,West,CUST-6597,2,"$1,339.00",2678,High Value,Shipped,Charlie,,,,,,,,
ORD-10322-2025-TX,2025-04-16,Monitor,Electronics,West,CUST-2280,4,$669.00,2676,High Value,Pending,Frank,,,,,,,,
ORD-10429-2025-TX,2024-09-03,Laptop,Electronics,South,CUST-2805,3,$891.00,2673,High Value,Cancelled,Eve,,,,,,,,
ORD-10306-2025-CA,2024-02-11,Monitor,Electronics,North,CUST-4155,2,"$1,336.00",2672,High Value,Pending,David,,,,,,,,
ORD-10113-2025-CA,2024-03-15,Router,Electronics,South,CUST-3902,5,$533.00,2665,High Value,Pending,Bob,,,,,,,,
ORD-10369-2025-TX,2025-03-15,Laptop,Electronics,Central,CUST-5487,2,"$1,327.00",2654,High Value,Shipped,David,,,,,,,,
ORD-10415-2025-CA,2025-01-29,Printer,Electronics,South,CUST-6324,3,$877.00,2631,High Value,Shipped,David,,,,,,,,
ORD-10626-2025-TX,2024-10-08,Printer,Electronics,North,CUST-7879,3,$875.00,2625,High Value,Cancelled,Eve,,,,,,,,
ORD-10578-2025-TX,2025-05-19,Router,Electronics,Central,CUST-2027,4,$656.00,2624,High Value,Pending,Charlie,,,,,,,,
ORD-10812-2025-AZ,2024-10-19,Laptop,Electronics,Central,CUST-1882,2,"$1,310.00",2620,High Value,Shipped,Bob,,,,,,,,
ORD-10131-2025-TX,2024-11-04,Printer,Electronics,East,CUST-3841,3,$873.00,2619,High Value,Shipped,Charlie,,,,,,,,
ORD-10679-2025-CA,2024-04-03,Router,Electronics,East,CUST-4700,3,$872.00,2616,High Value,Shipped,Eve,,,,,,,,
ORD-10250-2025-AZ,2024-09-17,Monitor,Electronics,Central,CUST-8461,5,$520.00,2600,High Value,Shipped,Eve,,,,,,,,
ORD-10291-2025-AZ,2024-09-10,Router,Electronics,East,CUST-3828,5,$520.00,2600,High Value,Pending,Charlie,,,,,,,,
ORD-10800-2025-AZ,2024-10-25,Monitor,Electronics,North,CUST-4935,5,$519.00,2595,High Value,Pending,Bob,,,,,,,,
ORD-10391-2025-TX,2024-02-11,Laptop,Electronics,West,CUST-7101,5,$518.00,2590,High Value,Shipped,Frank,,,,,,,,
ORD-10491-2025-CA,2024-05-12,Printer,Electronics,South,CUST-9128,2,"$1,292.00",2584,High Value,Shipped,Bob,,,,,,,,
ORD-10386-2025-TX,2024-08-31,Printer,Electronics,Central,CUST-6049,3,$860.00,2580,High Value,Shipped,Alice,,,,,,,,
ORD-10876-2025-AZ,2024-08-13,Printer,Electronics,North,CUST-8165,2,"$1,290.00",2580,High Value,Shipped,David,,,,,,,,
ORD-10316-2025-TX,2025-04-18,Monitor,Electronics,East,CUST-9585,5,$514.00,2570,High Value,Shipped,Frank,,,,,,,,
ORD-10378-2025-AZ,2024-09-19,Printer,Electronics,West,CUST-3848,3,$856.00,2568,High Value,Shipped,Alice,,,,,,,,
ORD-10661-2025-CA,2024-09-04,Monitor,Electronics,East,CUST-7235,4,$640.00,2560,High Value,Cancelled,Bob,,,,,,,,
ORD-10684-2025-AZ,2024-08-09,Laptop,Electronics,South,CUST-9806,2,"$1,279.00",2558,High Value,Cancelled,Bob,,,,,,,,
ORD-10702-2025-TX,2024-12-31,Monitor,Electronics,Central,CUST-9536,5,$509.00,2545,High Value,Shipped,Alice,,,,,,,,
ORD-10137-2025-AZ,2024-10-26,Monitor,Electronics,East,CUST-7176,2,"$1,265.00",2530,High Value,Cancelled,Bob,,,,,,,,
ORD-10906-2025-CA,2024-04-20,Monitor,Electronics,South,CUST-6200,2,"$1,265.00",2530,High Value,Pending,Eve,,,,,,,,
ORD-10911-2025-CA,2024-09-26,Printer,Electronics,East,CUST-3892,4,$621.00,2484,High Value,Shipped,Bob,,,,,,,,
ORD-10988-2025-AZ,2024-11-18,Laptop,Electronics,North,CUST-3685,2,"$1,239.00",2478,High Value,Cancelled,Frank,,,,,,,,
ORD-10071-2025-TX,2024-05-07,Laptop,Electronics,South,CUST-1633,4,$618.00,2472,High Value,Shipped,Eve,,,,,,,,
ORD-10047-2025-TX,2025-06-11,Laptop,Electronics,North,CUST-9770,3,$818.00,2454,High Value,Shipped,Alice,,,,,,,,
ORD-10849-2025-CA,2025-01-30,Router,Electronics,West,CUST-5169,4,$612.00,2448,High Value,Shipped,Bob,,,,,,,,
ORD-10821-2025-CA,2024-03-01,Laptop,Electronics,South,CUST-8061,4,$611.00,2444,High Value,Cancelled,Charlie,,,,,,,,
ORD-10197-2025-TX,2025-06-22,Router,Electronics,West,CUST-3086,2,"$1,219.00",2438,High Value,Shipped,Bob,,,,,,,,
ORD-10227-2025-AZ,2025-03-02,Laptop,Electronics,North,CUST-9327,3,$810.00,2430,High Value,Pending,Eve,,,,,,,,
ORD-10007-2025-TX,2024-09-20,Monitor,Electronics,North,CUST-3083,3,$809.00,2427,High Value,Shipped,Frank,,,,,,,,
ORD-10289-2025-TX,2024-07-24,Monitor,Electronics,East,CUST-1224,3,$808.00,2424,High Value,Shipped,Alice,,,,,,,,
ORD-10085-2025-CA,2025-02-22,Printer,Electronics,Central,CUST-8829,4,$603.00,2412,High Value,Shipped,David,,,,,,,,
ORD-10778-2025-CA,2024-11-24,Laptop,Electronics,East,CUST-4955,2,"$1,205.00",2410,High Value,Shipped,Eve,,,,,,,,
ORD-10760-2025-AZ,2024-05-09,Monitor,Electronics,South,CUST-2244,2,"$1,204.00",2408,High Value,Shipped,Bob,,,,,,,,
ORD-10247-2025-AZ,2024-01-20,Printer,Electronics,Central,CUST-1450,3,$799.00,2397,High Value,Shipped,David,,,,,,,,
ORD-10605-2025-CA,2024-03-09,Router,Electronics,Central,CUST-3210,3,$799.00,2397,High Value,Cancelled,Eve,,,,,,,,
ORD-10279-2025-AZ,2024-03-09,Monitor,Electronics,South,CUST-9072,4,$598.00,2392,High Value,Shipped,Eve,,,,,,,,
ORD-10052-2025-TX,2024-08-14,Monitor,Electronics,West,CUST-9303,3,$789.00,2367,High Value,Shipped,Charlie,,,,,,,,
ORD-10985-2025-AZ,2024-12-30,Monitor,Electronics,West,CUST-2472,3,$781.00,2343,High Value,Shipped,Bob,,,,,,,,
ORD-10464-2025-TX,2024-12-20,Router,Electronics,East,CUST-1011,4,$585.00,2340,High Value,Shipped,Alice,,,,,,,,
ORD-10983-2025-CA,2024-12-17,Laptop,Electronics,West,CUST-1599,4,$585.00,2340,High Value,Shipped,David,,,,,,,,
ORD-10550-2025-CA,2024-11-07,Laptop,Electronics,Central,CUST-9574,2,"$1,160.00",2320,High Value,Shipped,David,,,,,,,,
ORD-10170-2025-AZ,2024-10-06,Laptop,Electronics,West,CUST-8190,2,"$1,158.00",2316,High Value,Cancelled,Frank,,,,,,,,
ORD-10590-2025-AZ,2025-03-08,Printer,Electronics,North,CUST-4245,2,"$1,148.00",2296,High Value,Shipped,Frank,,,,,,,,
ORD-10551-2025-TX,2024-03-22,Router,Electronics,West,CUST-2891,3,$762.00,2286,High Value,Shipped,Bob,,,,,,,,
ORD-10402-2025-AZ,2025-06-28,Router,Electronics,West,CUST-3698,5,$456.00,2280,High Value,Shipped,Alice,,,,,,,,
ORD-10772-2025-CA,2025-01-12,Monitor,Electronics,East,CUST-4677,2,"$1,138.00",2276,High Value,Shipped,Charlie,,,,,,,,
ORD-10002-2025-TX,2024-01-26,Printer,Electronics,Central,CUST-3288,5,$452.00,2260,High Value,Shipped,David,,,,,,,,
ORD-10826-2025-AZ,2024-05-20,Monitor,Electronics,North,CUST-9775,3,$753.00,2259,High Value,Pending,Bob,,,,,,,,
ORD-10165-2025-CA,2024-04-19,Monitor,Electronics,Central,CUST-4768,4,$560.00,2240,High Value,Shipped,Bob,,,,,,,,
ORD-10775-2025-AZ,2024-10-26,Monitor,Electronics,South,CUST-1156,4,$554.00,2216,High Value,Shipped,Bob,,,,,,,,
ORD-10055-2025-TX,2024-09-16,Monitor,Electronics,North,CUST-8765,2,"$1,098.00",2196,High Value,Shipped,Bob,,,,,,,,
ORD-10265-2025-CA,2025-01-12,Monitor,Electronics,North,CUST-4771,4,$548.00,2192,High Value,Shipped,David,,,,,,,,
ORD-10193-2025-AZ,2024-02-13,Monitor,Electronics,West,CUST-6927,5,$438.00,2190,High Value,Shipped,Alice,,,,,,,,
ORD-10471-2025-AZ,2024-04-23,Router,Electronics,North,CUST-5056,4,$546.00,2184,High Value,Pending,Bob,,,,,,,,
ORD-10058-2025-AZ,2024-12-19,Laptop,Electronics,North,CUST-4955,3,$720.00,2160,High Value,Pending,Frank,,,,,,,,
ORD-10447-2025-AZ,2025-05-09,Monitor,Electronics,East,CUST-6323,2,"$1,061.00",2122,High Value,Shipped,Eve,,,,,,,,
ORD-10960-2025-CA,2025-02-15,Laptop,Electronics,South,CUST-1999,5,$423.00,2115,High Value,Shipped,Charlie,,,,,,,,
ORD-10762-2025-AZ,2024-03-14,Printer,Electronics,Central,CUST-6826,2,"$1,057.00",2114,High Value,Shipped,Frank,,,,,,,,
ORD-10252-2025-CA,2024-11-17,Printer,Electronics,North,CUST-1507,2,"$1,050.00",2100,High Value,Shipped,Eve,,,,,,,,
ORD-10969-2025-TX,2025-02-04,Monitor,Electronics,East,CUST-2500,4,$524.00,2096,High Value,Shipped,Alice,,,,,,,,
ORD-10580-2025-TX,2024-07-15,Printer,Electronics,North,CUST-8801,3,$694.00,2082,High Value,Shipped,Bob,,,,,,,,
ORD-10646-2025-CA,2024-01-17,Printer,Electronics,Central,CUST-4975,2,"$1,041.00",2082,High Value,Shipped,Eve,,,,,,,,
ORD-10025-2025-CA,2024-04-21,Monitor,Electronics,West,CUST-2674,5,$412.00,2060,High Value,Shipped,Charlie,,,,,,,,
ORD-10125-2025-AZ,2025-05-09,Laptop,Electronics,East,CUST-7844,4,$514.00,2056,High Value,Shipped,Alice,,,,,,,,
ORD-10446-2025-TX,2025-06-22,Laptop,Electronics,East,CUST-5126,5,$410.00,2050,High Value,Cancelled,Charlie,,,,,,,,
ORD-10014-2025-TX,2024-01-07,Printer,Electronics,West,CUST-7310,2,"$1,020.00",2040,High Value,Shipped,Bob,,,,,,,,
ORD-10363-2025-AZ,2025-05-03,Laptop,Electronics,East,CUST-5526,5,$408.00,2040,High Value,Shipped,Eve,,,,,,,,
ORD-10440-2025-CA,2024-08-22,Printer,Electronics,West,CUST-1554,2,"$1,017.00",2034,High Value,Shipped,Bob,,,,,,,,
ORD-10816-2025-TX,2025-06-19,Router,Electronics,Central,CUST-3338,2,"$1,017.00",2034,High Value,Shipped,David,,,,,,,,
ORD-10628-2025-TX,2024-01-18,Monitor,Electronics,West,CUST-6287,3,$671.00,2013,High Value,Shipped,David,,,,,,,,
ORD-10875-2025-TX,2024-04-01,Printer,Electronics,West,CUST-6677,2,"$1,005.00",2010,High Value,Shipped,Frank,,,,,,,,
ORD-10003-2025-TX,2024-04-28,Printer,Electronics,North,CUST-4539,2,"$1,002.00",2004,High Value,Pending,Alice,,,,,,,,
ORD-10511-2025-AZ,2024-11-24,Printer,Electronics,South,CUST-7134,4,$498.00,1992,High Value,Shipped,Alice,,,,,,,,
ORD-10919-2025-AZ,2024-07-01,Router,Electronics,North,CUST-1801,4,$497.00,1988,High Value,Cancelled,Charlie,,,,,,,,
ORD-10565-2025-CA,2025-04-26,Printer,Electronics,South,CUST-9041,2,$987.00,1974,High Value,Shipped,Alice,,,,,,,,
ORD-10146-2025-CA,2025-01-05,Monitor,Electronics,Central,CUST-7133,2,$976.00,1952,High Value,Shipped,Alice,,,,,,,,
ORD-10456-2025-TX,2024-06-21,Laptop,Electronics,West,CUST-5882,3,$639.00,1917,High Value,Shipped,Charlie,,,,,,,,
ORD-10027-2025-AZ,2025-05-26,Router,Electronics,East,CUST-6248,3,$629.00,1887,High Value,Shipped,Bob,,,,,,,,
ORD-10939-2025-TX,2024-11-04,Laptop,Electronics,Central,CUST-5603,2,$943.00,1886,High Value,Cancelled,Frank,,,,,,,,
ORD-10831-2025-CA,2024-11-09,Printer,Electronics,North,CUST-9715,4,$467.00,1868,High Value,Pending,Eve,,,,,,,,
ORD-10609-2025-AZ,2024-06-05,Laptop,Electronics,Central,CUST-3570,2,$933.00,1866,High Value,Shipped,Eve,,,,,,,,
ORD-10384-2025-CA,2025-01-14,Router,Electronics,East,CUST-7181,3,$618.00,1854,High Value,Shipped,Alice,,,,,,,,
ORD-10825-2025-CA,2024-06-01,Laptop,Electronics,East,CUST-7021,3,$615.00,1845,High Value,Shipped,Bob,,,,,,,,
ORD-10345-2025-CA,2024-01-10,Laptop,Electronics,West,CUST-2965,4,$458.00,1832,High Value,Shipped,Frank,,,,,,,,
ORD-10958-2025-TX,2025-03-22,Printer,Electronics,North,CUST-6760,4,$458.00,1832,High Value,Shipped,Alice,,,,,,,,
ORD-10026-2025-CA,2025-02-19,Monitor,Electronics,South,CUST-4550,3,$602.00,1806,High Value,Cancelled,Frank,,,,,,,,
ORD-10935-2025-TX,2024-08-08,Monitor,Electronics,South,CUST-9184,4,$450.00,1800,High Value,Cancelled,Eve,,,,,,,,
ORD-10229-2025-CA,2025-03-07,Laptop,Electronics,North,CUST-5639,3,$594.00,1782,High Value,Pending,David,,,,,,,,
ORD-10996-2025-TX,2024-01-28,Monitor,Electronics,West,CUST-1679,4,$443.00,1772,High Value,Shipped,Charlie,,,,,,,,
ORD-10321-2025-AZ,2024-02-04,Router,Electronics,South,CUST-3579,2,$880.00,1760,High Value,Shipped,Eve,,,,,,,,
ORD-10480-2025-CA,2024-09-04,Laptop,Electronics,North,CUST-7542,2,$880.00,1760,High Value,Cancelled,Frank,,,,,,,,
ORD-10987-2025-TX,2025-03-18,Monitor,Electronics,Central,CUST-8920,2,$875.00,1750,High Value,Pending,David,,,,,,,,
ORD-10078-2025-TX,2025-02-20,Printer,Electronics,North,CUST-7448,4,$436.00,1744,High Value,Shipped,Frank,,,,,,,,
ORD-10570-2025-TX,2024-11-21,Printer,Electronics,Central,CUST-9074,2,$855.00,1710,High Value,Cancelled,Alice,,,,,,,,
ORD-10365-2025-AZ,2024-11-08,Router,Electronics,North,CUST-6231,2,$849.00,1698,High Value,Cancelled,Charlie,,,,,,,,
ORD-10379-2025-AZ,2024-09-08,Laptop,Electronics,Central,CUST-3941,2,$842.00,1684,High Value,Shipped,Frank,,,,,,,,
ORD-10751-2025-TX,2024-09-05,Monitor,Electronics,South,CUST-8749,3,$549.00,1647,High Value,Pending,Bob,,,,,,,,
ORD-10764-2025-AZ,2025-06-29,Laptop,Electronics,West,CUST-1757,2,$821.00,1642,High Value,Pending,David,,,,,,,,
ORD-10092-2025-CA,2025-03-16,Laptop,Electronics,Central,CUST-9203,2,$814.00,1628,High Value,Shipped,Alice,,,,,,,,
ORD-10616-2025-AZ,2024-01-24,Printer,Electronics,North,CUST-5429,2,$813.00,1626,High Value,Shipped,Bob,,,,,,,,
ORD-10424-2025-CA,2025-04-03,Router,Electronics,East,CUST-3167,2,$801.00,1602,High Value,Shipped,Bob,,,,,,,,
ORD-10332-2025-AZ,2025-03-14,Laptop,Electronics,South,CUST-9907,2,$798.00,1596,High Value,Pending,Frank,,,,,,,,
ORD-10914-2025-CA,2024-12-11,Printer,Electronics,East,CUST-9830,2,$798.00,1596,High Value,Cancelled,David,,,,,,,,
ORD-10951-2025-AZ,2024-08-02,Laptop,Electronics,East,CUST-4008,2,$795.00,1590,High Value,Shipped,Eve,,,,,,,,
ORD-10837-2025-CA,2025-05-26,Printer,Electronics,North,CUST-3716,2,$785.00,1570,High Value,Shipped,Charlie,,,,,,,,
ORD-10286-2025-AZ,2024-12-27,Printer,Electronics,South,CUST-8575,3,$522.00,1566,High Value,Cancelled,Frank,,,,,,,,
ORD-10124-2025-TX,2024-06-06,Router,Electronics,East,CUST-3426,3,$514.00,1542,High Value,Shipped,Bob,,,,,,,,
ORD-10732-2025-CA,2024-05-08,Router,Electronics,Central,CUST-1074,3,$507.00,1521,High Value,Shipped,Charlie,,,,,,,,
ORD-10739-2025-CA,2025-05-27,Router,Electronics,Central,CUST-1918,2,$758.00,1516,High Value,Cancelled,Bob,,,,,,,,
ORD-10583-2025-CA,2024-02-06,Printer,Electronics,East,CUST-1268,3,$505.00,1515,High Value,Shipped,Alice,,,,,,,,
ORD-10290-2025-AZ,2024-03-10,Monitor,Electronics,West,CUST-1591,2,$757.00,1514,High Value,Shipped,Eve,,,,,,,,
ORD-10971-2025-CA,2024-05-04,Router,Electronics,West,CUST-5994,1,"$1,499.00",1499,High Value,Shipped,Eve,,,,,,,,
ORD-10761-2025-AZ,2024-03-31,SSD Drive,Networking,South,CUST-7944,5,$292.00,1460,High Value,Shipped,Bob,,,,,,,,
ORD-10530-2025-CA,2025-04-10,Printer,Electronics,West,CUST-3529,2,$725.00,1450,High Value,Cancelled,Alice,,,,,,,,
ORD-10258-2025-CA,2025-03-03,Printer,Electronics,South,CUST-8014,1,"$1,442.00",1442,High Value,Shipped,Bob,,,,,,,,
ORD-10690-2025-CA,2024-05-27,Printer,Electronics,East,CUST-9812,1,"$1,434.00",1434,High Value,Shipped,Eve,,,,,,,,
ORD-10804-2025-AZ,2024-03-28,Router,Electronics,West,CUST-7505,2,$715.00,1430,High Value,Shipped,Alice,,,,,,,,
ORD-10606-2025-AZ,2025-06-09,Printer,Electronics,South,CUST-2591,1,"$1,428.00",1428,High Value,Pending,Charlie,,,,,,,,
ORD-10273-2025-AZ,2024-05-28,Monitor,Electronics,Central,CUST-9984,2,$710.00,1420,High Value,Shipped,David,,,,,,,,
ORD-10156-2025-TX,2024-08-31,Monitor,Electronics,North,CUST-6060,1,"$1,417.00",1417,High Value,Shipped,Eve,,,,,,,,
ORD-10013-2025-CA,2024-05-30,Laptop,Electronics,Central,CUST-4444,1,"$1,414.00",1414,High Value,Cancelled,Bob,,,,,,,,
ORD-10213-2025-AZ,2024-08-18,Monitor,Electronics,East,CUST-1932,3,$471.00,1413,High Value,Pending,Bob,,,,,,,,
ORD-10359-2025-CA,2024-11-04,SSD Drive,Accessories,Central,CUST-9541,5,$281.00,1405,High Value,Shipped,Eve,,,,,,,,
ORD-10205-2025-CA,2024-04-04,Router,Electronics,East,CUST-4683,2,$700.00,1400,High Value,Cancelled,Charlie,,,,,,,,
ORD-10596-2025-TX,2025-06-18,Router,Electronics,Central,CUST-5833,2,$700.00,1400,High Value,Shipped,Charlie,,,,,,,,
ORD-10201-2025-TX,2024-02-07,Monitor,Electronics,Central,CUST-5780,2,$698.00,1396,High Value,Pending,Eve,,,,,,,,
ORD-10656-2025-TX,2025-06-27,SSD Drive,Peripherals,East,CUST-3617,5,$279.00,1395,High Value,Pending,Frank,,,,,,,,
ORD-10081-2025-AZ,2024-01-12,Monitor,Electronics,West,CUST-6860,1,"$1,389.00",1389,High Value,Shipped,David,,,,,,,,
ORD-10192-2025-CA,2024-10-20,SSD Drive,Gaming,East,CUST-7650,5,$277.00,1385,High Value,Shipped,Alice,,,,,,,,
ORD-10382-2025-AZ,2025-01-01,Laptop,Electronics,North,CUST-1153,3,$461.00,1383,High Value,Shipped,Eve,,,,,,,,
ORD-10840-2025-AZ,2025-04-19,Monitor,Electronics,North,CUST-3923,3,$459.00,1377,High Value,Shipped,Bob,,,,,,,,
ORD-10075-2025-CA,2025-04-23,Printer,Electronics,West,CUST-9051,2,$688.00,1376,High Value,Pending,Eve,,,,,,,,
ORD-10880-2025-TX,2024-04-10,Laptop,Electronics,South,CUST-4557,1,"$1,364.00",1364,High Value,Shipped,David,,,,,,,,
ORD-10518-2025-TX,2024-10-18,Monitor,Electronics,West,CUST-8549,3,$454.00,1362,High Value,Pending,Eve,,,,,,,,
ORD-10407-2025-TX,2024-08-25,Router,Electronics,Central,CUST-8205,1,"$1,360.00",1360,High Value,Shipped,David,,,,,,,,
ORD-10219-2025-CA,2024-05-05,Router,Electronics,West,CUST-2231,1,"$1,359.00",1359,High Value,Pending,Frank,,,,,,,,
ORD-10008-2025-AZ,2025-05-16,External HDD,Networking,West,CUST-1867,5,$271.00,1355,High Value,Cancelled,Bob,,,,,,,,
ORD-10633-2025-TX,2024-11-27,Monitor,Electronics,East,CUST-1120,1,"$1,350.00",1350,High Value,Shipped,Frank,,,,,,,,
ORD-10568-2025-CA,2024-02-20,Laptop,Electronics,East,CUST-6058,2,$674.00,1348,High Value,Cancelled,Eve,,,,,,,,
ORD-10752-2025-TX,2024-06-15,Monitor,Electronics,Central,CUST-3157,2,$674.00,1348,High Value,Cancelled,David,,,,,,,,
ORD-10416-2025-AZ,2024-12-25,Monitor,Electronics,East,CUST-8356,1,"$1,344.00",1344,High Value,Pending,Eve,,,,,,,,
ORD-10853-2025-CA,2024-08-05,Laptop,Electronics,South,CUST-5918,1,"$1,341.00",1341,High Value,Shipped,David,,,,,,,,
ORD-10053-2025-TX,2024-06-02,Printer,Electronics,Central,CUST-2554,1,"$1,337.00",1337,High Value,Shipped,Eve,,,,,,,,
ORD-10629-2025-AZ,2025-06-16,Monitor,Electronics,North,CUST-8172,1,"$1,320.00",1320,High Value,Shipped,David,,,,,,,,
ORD-10361-2025-TX,2024-04-27,Monitor,Electronics,South,CUST-5714,1,"$1,317.00",1317,High Value,Shipped,Alice,,,,,,,,
ORD-10005-2025-TX,2024-09-14,SSD Drive,Accessories,West,CUST-9737,5,$263.00,1315,High Value,Shipped,David,,,,,,,,
ORD-10344-2025-TX,2024-12-02,Monitor,Electronics,North,CUST-9997,1,"$1,314.00",1314,High Value,Shipped,Alice,,,,,,,,
ORD-10795-2025-TX,2024-05-08,Printer,Electronics,East,CUST-1725,1,"$1,314.00",1314,High Value,Shipped,Alice,,,,,,,,
ORD-10884-2025-CA,2025-06-09,Monitor,Electronics,East,CUST-9336,2,$656.00,1312,High Value,Shipped,Charlie,,,,,,,,
ORD-10864-2025-TX,2024-01-21,Printer,Electronics,South,CUST-9953,1,"$1,309.00",1309,High Value,Shipped,Eve,,,,,,,,
ORD-10956-2025-AZ,2025-04-01,Monitor,Electronics,North,CUST-6916,3,$431.00,1293,High Value,Pending,Eve,,,,,,,,
ORD-10925-2025-CA,2024-06-04,Laptop,Electronics,East,CUST-2291,3,$430.00,1290,High Value,Cancelled,Eve,,,,,,,,
ORD-10184-2025-TX,2024-10-15,Laptop,Electronics,Central,CUST-3435,1,"$1,289.00",1289,High Value,Shipped,Bob,,,,,,,,
ORD-10257-2025-TX,2024-06-13,Monitor,Electronics,East,CUST-2757,1,"$1,284.00",1284,High Value,Shipped,Frank,,,,,,,,
ORD-10572-2025-AZ,2025-04-12,Monitor,Electronics,West,CUST-4089,1,"$1,283.00",1283,High Value,Cancelled,Alice,,,,,,,,
ORD-10763-2025-TX,2024-04-26,Monitor,Electronics,West,CUST-7592,1,"$1,277.00",1277,High Value,Shipped,Frank,,,,,,,,
ORD-10757-2025-TX,2024-03-22,Printer,Electronics,South,CUST-3573,1,"$1,274.00",1274,High Value,Shipped,Eve,,,,,,,,
ORD-10695-2025-AZ,2025-04-04,Printer,Electronics,South,CUST-1955,1,"$1,270.00",1270,High Value,Shipped,Charlie,,,,,,,,
ORD-10089-2025-TX,2025-02-27,Monitor,Electronics,South,CUST-9980,3,$417.00,1251,High Value,Cancelled,Bob,,,,,,,,
ORD-10631-2025-AZ,2025-01-07,External HDD,Accessories,South,CUST-1055,5,$250.00,1250,High Value,Cancelled,Bob,,,,,,,,
ORD-10614-2025-CA,2024-11-26,SSD Drive,Peripherals,West,CUST-8357,5,$248.00,1240,High Value,Pending,Alice,,,,,,,,
ORD-10839-2025-TX,2025-05-26,Laptop,Electronics,South,CUST-1534,3,$413.00,1239,High Value,Cancelled,Alice,,,,,,,,
ORD-10064-2025-CA,2024-06-05,Monitor,Electronics,North,CUST-1902,2,$617.00,1234,High Value,Shipped,Eve,,,,,,,,
ORD-10048-2025-AZ,2024-11-12,Monitor,Electronics,North,CUST-9429,1,"$1,233.00",1233,High Value,Shipped,Frank,,,,,,,,
ORD-10385-2025-AZ,2024-03-29,Laptop,Electronics,North,CUST-7239,2,$615.00,1230,High Value,Cancelled,Bob,,,,,,,,
ORD-10520-2025-AZ,2025-03-03,Printer,Electronics,Central,CUST-6383,2,$611.00,1222,High Value,Cancelled,Bob,,,,,,,,
ORD-10388-2025-TX,2025-03-06,Monitor,Electronics,East,CUST-9377,3,$407.00,1221,High Value,Shipped,Charlie,,,,,,,,
ORD-10553-2025-CA,2024-02-16,Printer,Electronics,Central,CUST-2153,3,$405.00,1215,High Value,Shipped,Bob,,,,,,,,
ORD-10653-2025-AZ,2024-10-30,Printer,Electronics,North,CUST-3269,1,"$1,215.00",1215,High Value,Cancelled,Charlie,,,,,,,,
ORD-10846-2025-CA,2024-09-20,Router,Electronics,North,CUST-3609,1,"$1,214.00",1214,High Value,Shipped,Charlie,,,,,,,,
ORD-10944-2025-TX,2024-01-23,Printer,Electronics,West,CUST-2099,1,"$1,214.00",1214,High Value,Pending,Bob,,,,,,,,
ORD-10910-2025-CA,2024-05-12,External HDD,Networking,Central,CUST-6143,5,$242.00,1210,High Value,Shipped,Alice,,,,,,,,
ORD-10780-2025-CA,2025-04-05,External HDD,Gaming,East,CUST-2186,5,$241.00,1205,High Value,Shipped,Eve,,,,,,,,
ORD-10349-2025-TX,2024-04-19,Monitor,Electronics,Central,CUST-7992,1,"$1,203.00",1203,High Value,Pending,Frank,,,,,,,,
ORD-10020-2025-TX,2024-01-05,Router,Electronics,West,CUST-2678,1,"$1,196.00",1196,High Value,Pending,Bob,,,,,,,,
ORD-10483-2025-CA,2024-06-04,Monitor,Electronics,Central,CUST-9855,1,"$1,193.00",1193,High Value,Shipped,David,,,,,,,,
ORD-10730-2025-AZ,2025-05-03,SSD Drive,Storage,East,CUST-3752,5,$238.00,1190,High Value,Shipped,David,,,,,,,,
ORD-10400-2025-AZ,2024-02-19,Monitor,Electronics,West,CUST-6210,1,"$1,187.00",1187,High Value,Cancelled,Eve,,,,,,,,
ORD-10522-2025-CA,2025-03-19,Laptop,Electronics,South,CUST-4461,1,"$1,182.00",1182,High Value,Pending,Charlie,,,,,,,,
ORD-10824-2025-CA,2024-11-18,Monitor,Electronics,East,CUST-4806,1,"$1,177.00",1177,High Value,Shipped,Eve,,,,,,,,
